reading_id,reading_date,sensor,temperature,humidity,pressure
185035,"2019-12-31 04:05:03.000",Garage,23.36,71.3,0
185036,"2019-12-31 04:05:11.000",Bedroom,71.42,29.9,30.07
185037,"2019-12-31 04:05:29.000",Office,52.34,23.7,0
185038,"2019-12-31 04:06:11.000",Kitchen,74.12,27.9,0
185039,"2019-12-31 04:07:59.000","Living Room",77,23,0
185040,"2019-12-31 04:10:03.000",Garage,23.18,71.4,0
185041,"2019-12-31 04:10:11.000",Bedroom,71.24,29.8,30.07
185042,"2019-12-31 04:10:29.000",Office,52.34,23.7,0
185043,"2019-12-31 04:11:12.000",Kitchen,74.12,27.9,0
185044,"2019-12-31 04:12:59.000","Living Room",77,23,0
185045,"2019-12-31 04:15:04.000",Garage,23.18,71.4,0
185046,"2019-12-31 04:15:15.000",Bedroom,71.24,29.7,30.07
185047,"2019-12-31 04:15:30.000",Office,52.34,23.6,0
185048,"2019-12-31 04:16:13.000",Kitchen,74.12,27.8,0
185049,"2019-12-31 04:18:00.000","Living Room",77,23,0
185050,"2019-12-31 04:20:04.000",Garage,23.18,71.4,0
185051,"2019-12-31 04:20:11.000",Bedroom,71.24,29.8,30.07
185052,"2019-12-31 04:20:31.000",Office,52.16,23.6,0
185053,"2019-12-31 04:21:14.000",Kitchen,73.94,27.8,0
185054,"2019-12-31 04:23:00.000","Living Room",77,23,0
185055,"2019-12-31 04:25:05.000",Garage,23.36,71.2,0
185056,"2019-12-31 04:25:11.000",Bedroom,71.24,29.9,30.07
185057,"2019-12-31 04:25:31.000",Office,52.16,23.6,0
185058,"2019-12-31 04:26:14.000",Kitchen,73.94,27.7,0
185059,"2019-12-31 04:28:01.000","Living Room",77,23,0
185060,"2019-12-31 04:30:05.000",Garage,23.54,70.6,0
185061,"2019-12-31 04:30:11.000",Bedroom,71.24,29.8,30.07
185062,"2019-12-31 04:30:32.000",Office,52.16,23.6,0
185063,"2019-12-31 04:31:15.000",Kitchen,73.94,27.7,0
185064,"2019-12-31 04:33:01.000","Living Room",77,23,0
185065,"2019-12-31 04:35:06.000",Garage,23.36,70.5,0
185066,"2019-12-31 04:35:10.000",Bedroom,71.24,29.8,30.07
185067,"2019-12-31 04:35:33.000",Office,52.16,23.6,0
185068,"2019-12-31 04:36:15.000",Kitchen,73.76,27.7,0
185069,"2019-12-31 04:40:06.000",Garage,23.18,70.6,0
185070,"2019-12-31 04:40:10.000",Bedroom,71.06,29.8,30.06
185071,"2019-12-31 04:40:33.000",Office,51.8,23.6,0
185072,"2019-12-31 04:41:16.000",Kitchen,73.76,27.7,0
185073,"2019-12-31 04:43:10.000","Living Room",77,23,0
185074,"2019-12-31 04:45:07.000",Garage,23,70.8,0
185075,"2019-12-31 04:45:11.000",Bedroom,70.88,29.8,30.06
185076,"2019-12-31 04:45:34.000",Office,51.8,23.6,0
185077,"2019-12-31 04:46:16.000",Kitchen,73.58,27.8,0
185078,"2019-12-31 04:48:10.000","Living Room",77,23,0
185079,"2019-12-31 04:50:07.000",Garage,22.82,71,0
185080,"2019-12-31 04:50:11.000",Bedroom,70.88,29.9,30.06
185081,"2019-12-31 04:50:35.000",Office,51.8,23.6,0
185082,"2019-12-31 04:51:17.000",Kitchen,73.4,27.7,0
185083,"2019-12-31 04:53:11.000","Living Room",77,23,0
185084,"2019-12-31 04:55:08.000",Garage,22.82,71.1,0
185085,"2019-12-31 04:55:13.000",Bedroom,70.7,30.2,30.06
185086,"2019-12-31 04:55:35.000",Office,51.62,23.6,0
185087,"2019-12-31 04:56:17.000",Kitchen,73.4,27.7,0
185088,"2019-12-31 04:58:11.000","Living Room",77,23,0
185089,"2019-12-31 05:00:11.000",Bedroom,70.52,30.2,30.06
185090,"2019-12-31 05:01:18.000",Kitchen,73.22,27.7,0
185091,"2019-12-31 05:03:12.000","Living Room",77,23,0
185092,"2019-12-31 05:05:16.000",Garage,22.64,71.1,0
185093,"2019-12-31 05:05:18.000",Bedroom,70.52,30,30.06
185094,"2019-12-31 05:05:43.000",Office,51.62,23.6,0
185095,"2019-12-31 05:08:12.000","Living Room",77,23,0
185096,"2019-12-31 05:10:11.000",Bedroom,70.52,30,30.06
185097,"2019-12-31 05:10:17.000",Garage,22.64,71.1,0
185098,"2019-12-31 05:10:44.000",Office,51.44,23.5,0
185099,"2019-12-31 05:11:26.000",Kitchen,73.04,27.7,0
185100,"2019-12-31 05:13:12.000","Living Room",77,23,0
185101,"2019-12-31 05:15:11.000",Bedroom,70.34,30,30.06
185102,"2019-12-31 05:15:17.000",Garage,22.64,71.1,0
185103,"2019-12-31 05:15:45.000",Office,51.44,23.5,0
185104,"2019-12-31 05:16:27.000",Kitchen,73.04,27.8,0
185105,"2019-12-31 05:18:13.000","Living Room",77,23,0
185106,"2019-12-31 05:20:10.000",Bedroom,70.52,30,30.06
185107,"2019-12-31 05:20:18.000",Garage,22.64,71.1,0
185108,"2019-12-31 05:20:45.000",Office,51.44,23.6,0
185109,"2019-12-31 05:21:27.000",Kitchen,72.86,27.8,0
185110,"2019-12-31 05:23:13.000","Living Room",77,23,0
185111,"2019-12-31 05:25:10.000",Bedroom,70.52,30.1,30.06
185112,"2019-12-31 05:25:18.000",Garage,22.64,71,0
185113,"2019-12-31 05:25:45.000",Office,51.26,23.5,0
185114,"2019-12-31 05:26:28.000",Kitchen,73.04,27.7,0
185115,"2019-12-31 05:28:14.000","Living Room",77,23,0
185116,"2019-12-31 05:30:11.000",Bedroom,70.34,29.9,30.06
185117,"2019-12-31 05:30:19.000",Garage,22.64,71,0
185118,"2019-12-31 05:30:46.000",Office,51.26,23.4,0
185119,"2019-12-31 05:31:29.000",Kitchen,73.04,27.6,0
185120,"2019-12-31 05:33:15.000","Living Room",77,23,0
185121,"2019-12-31 05:35:11.000",Bedroom,70.34,29.8,30.07
185122,"2019-12-31 05:35:19.000",Garage,22.46,70.9,0
185123,"2019-12-31 05:35:47.000",Office,51.08,23.6,0
185124,"2019-12-31 05:36:29.000",Kitchen,73.22,27.6,0
185125,"2019-12-31 05:38:15.000","Living Room",77,23,0
185126,"2019-12-31 05:40:11.000",Bedroom,70.34,30,30.07
185127,"2019-12-31 05:40:20.000",Garage,22.46,71,0
185128,"2019-12-31 05:40:47.000",Office,51.08,23.4,0
185129,"2019-12-31 05:41:30.000",Kitchen,73.4,27.6,0
185130,"2019-12-31 05:43:16.000","Living Room",77,23,0
185131,"2019-12-31 05:45:13.000",Bedroom,70.7,29.6,30.07
185132,"2019-12-31 05:45:20.000",Garage,22.46,70.9,0
185133,"2019-12-31 05:45:48.000",Office,51.08,23.4,0
185134,"2019-12-31 05:46:31.000",Kitchen,73.4,27.6,0
185135,"2019-12-31 05:48:16.000","Living Room",77,23,0
185136,"2019-12-31 05:50:11.000",Bedroom,70.52,29.5,30.07
185137,"2019-12-31 05:50:21.000",Garage,22.46,71,0
185138,"2019-12-31 05:50:48.000",Office,51.08,23.4,0
185139,"2019-12-31 05:51:31.000",Kitchen,73.4,27.6,0
185140,"2019-12-31 05:53:17.000","Living Room",77,23,0
185141,"2019-12-31 05:55:10.000",Bedroom,70.7,29.5,30.07
185142,"2019-12-31 05:55:22.000",Garage,22.28,70.9,0
185143,"2019-12-31 05:55:49.000",Office,51.08,23.4,0
185144,"2019-12-31 05:56:32.000",Kitchen,73.4,27.5,0
185145,"2019-12-31 05:58:17.000","Living Room",77,23,0
185146,"2019-12-31 06:00:11.000",Bedroom,70.7,29.5,30.07
185147,"2019-12-31 06:00:22.000",Garage,22.46,71,0
185148,"2019-12-31 06:00:49.000",Office,50.9,23.4,0
185149,"2019-12-31 06:01:33.000",Kitchen,73.58,27.5,0
185150,"2019-12-31 06:03:17.000","Living Room",77,23,0
185151,"2019-12-31 06:05:11.000",Bedroom,70.88,29.4,30.07
185152,"2019-12-31 06:05:23.000",Garage,22.82,70.5,0
185153,"2019-12-31 06:05:50.000",Office,51.08,23.4,0
185154,"2019-12-31 06:06:33.000",Kitchen,73.58,27.5,0
185155,"2019-12-31 06:08:18.000","Living Room",77,23,0
185156,"2019-12-31 06:10:10.000",Bedroom,70.88,29.3,30.08
185157,"2019-12-31 06:10:23.000",Garage,22.82,70.3,0
185158,"2019-12-31 06:10:50.000",Office,50.9,23.4,0
185159,"2019-12-31 06:11:34.000",Kitchen,73.58,27.4,0
185160,"2019-12-31 06:15:10.000",Bedroom,70.88,29.3,30.07
185161,"2019-12-31 06:15:24.000",Garage,22.64,70.3,0
185162,"2019-12-31 06:15:51.000",Office,50.9,23.4,0
185163,"2019-12-31 06:16:34.000",Kitchen,73.76,27.4,0
185164,"2019-12-31 06:18:27.000","Living Room",77,23,0
185165,"2019-12-31 06:20:11.000",Bedroom,70.88,29.3,30.07
185166,"2019-12-31 06:20:25.000",Garage,22.46,70.8,0
185167,"2019-12-31 06:20:51.000",Office,50.9,23.4,0
185168,"2019-12-31 06:21:35.000",Kitchen,73.58,27.4,0
185169,"2019-12-31 06:23:28.000","Living Room",77,23,0
185170,"2019-12-31 06:25:16.000",Bedroom,70.88,29.2,30.07
185171,"2019-12-31 06:25:25.000",Garage,22.28,71,0
185172,"2019-12-31 06:25:52.000",Office,50.72,23.3,0
185173,"2019-12-31 06:26:35.000",Kitchen,73.76,27.3,0
185174,"2019-12-31 06:28:28.000","Living Room",77,22,0
185175,"2019-12-31 06:30:10.000",Bedroom,70.88,29.2,30.07
185176,"2019-12-31 06:30:26.000",Garage,22.28,70.9,0
185177,"2019-12-31 06:30:52.000",Office,50.72,23.3,0
185178,"2019-12-31 06:31:36.000",Kitchen,73.76,27.3,0
185179,"2019-12-31 06:33:29.000","Living Room",77,23,0
185180,"2019-12-31 06:35:10.000",Bedroom,71.06,29.2,30.07
185181,"2019-12-31 06:35:26.000",Garage,22.46,70.8,0
185182,"2019-12-31 06:36:36.000",Kitchen,73.58,27.3,0
185183,"2019-12-31 06:38:30.000","Living Room",77,22,0
185184,"2019-12-31 06:40:11.000",Bedroom,70.88,29.1,30.07
185185,"2019-12-31 06:40:27.000",Garage,22.28,70.8,0
185186,"2019-12-31 06:41:01.000",Office,50.72,23.6,0
185187,"2019-12-31 06:43:31.000","Living Room",77,22,0
185188,"2019-12-31 06:45:11.000",Bedroom,70.88,29.1,30.07
185189,"2019-12-31 06:45:27.000",Garage,22.46,70.7,0
185190,"2019-12-31 06:46:01.000",Office,50.72,23.3,0
185191,"2019-12-31 06:46:45.000",Kitchen,73.58,27.2,0
185192,"2019-12-31 06:48:31.000","Living Room",77,22,0
185193,"2019-12-31 06:50:10.000",Bedroom,70.88,29,30.07
185194,"2019-12-31 06:50:28.000",Garage,22.28,70.6,0
185195,"2019-12-31 06:51:02.000",Office,50.54,23.2,0
185196,"2019-12-31 06:51:45.000",Kitchen,73.58,27.1,0
185197,"2019-12-31 06:53:32.000","Living Room",77,22,0
185198,"2019-12-31 06:55:10.000",Bedroom,70.88,29,30.07
185199,"2019-12-31 06:55:28.000",Garage,22.28,70.7,0
185200,"2019-12-31 06:56:02.000",Office,50.54,23.3,0
185201,"2019-12-31 06:56:46.000",Kitchen,73.76,27.2,0
185202,"2019-12-31 06:58:32.000","Living Room",77,22,0
185203,"2019-12-31 07:00:11.000",Bedroom,70.7,29,30.07
185204,"2019-12-31 07:00:29.000",Garage,22.28,70.8,0
185205,"2019-12-31 07:01:03.000",Office,50.54,23.3,0
185206,"2019-12-31 07:01:46.000",Kitchen,73.4,27.1,0
185207,"2019-12-31 07:03:33.000","Living Room",77,22,0
185208,"2019-12-31 07:05:11.000",Bedroom,70.7,29,30.07
185209,"2019-12-31 07:05:30.000",Garage,22.46,70.8,0
185210,"2019-12-31 07:06:03.000",Office,50.54,23.2,0
185211,"2019-12-31 07:06:46.000",Kitchen,73.4,27.1,0
185212,"2019-12-31 07:08:33.000","Living Room",77,22,0
185213,"2019-12-31 07:10:10.000",Bedroom,70.7,29.6,30.07
185214,"2019-12-31 07:10:30.000",Garage,22.28,70.7,0
185215,"2019-12-31 07:11:04.000",Office,50.54,23.2,0
185216,"2019-12-31 07:11:47.000",Kitchen,73.04,27,0
185217,"2019-12-31 07:13:34.000","Living Room",77,22,0
185218,"2019-12-31 07:15:10.000",Bedroom,70.52,29.8,30.07
185219,"2019-12-31 07:15:31.000",Garage,22.28,70.7,0
185220,"2019-12-31 07:16:04.000",Office,50.36,23.2,0
185221,"2019-12-31 07:16:48.000",Kitchen,73.04,27.1,0
185222,"2019-12-31 07:18:34.000","Living Room",77,22,0
185223,"2019-12-31 07:20:11.000",Bedroom,70.7,29.5,30.07
185224,"2019-12-31 07:20:31.000",Garage,22.28,71,0
185225,"2019-12-31 07:21:05.000",Office,50.36,23.2,0
185226,"2019-12-31 07:21:48.000",Kitchen,72.86,27.2,0
185227,"2019-12-31 07:23:35.000","Living Room",77,22,0
185228,"2019-12-31 07:25:11.000",Bedroom,70.7,29.2,30.07
185229,"2019-12-31 07:25:32.000",Garage,21.56,71.5,0
185230,"2019-12-31 07:26:05.000",Office,50.54,23.5,0
185231,"2019-12-31 07:26:49.000",Kitchen,72.86,27.2,0
185232,"2019-12-31 07:28:35.000","Living Room",77,22,0
185233,"2019-12-31 07:30:10.000",Bedroom,70.88,28.8,30.07
185234,"2019-12-31 07:30:32.000",Garage,22.1,71.6,0
185235,"2019-12-31 07:31:06.000",Office,51.08,26.3,0
185236,"2019-12-31 07:33:36.000","Living Room",77,22,0
185237,"2019-12-31 07:35:10.000",Bedroom,71.06,28.6,30.06
185238,"2019-12-31 07:35:33.000",Garage,22.1,71.3,0
185239,"2019-12-31 07:36:06.000",Office,52.34,27.9,0
185240,"2019-12-31 07:36:57.000",Kitchen,72.68,27,0
185241,"2019-12-31 07:38:36.000","Living Room",77,22,0
185242,"2019-12-31 07:40:16.000",Bedroom,70.7,28.2,30.06
185243,"2019-12-31 07:40:33.000",Garage,22.28,71,0
185244,"2019-12-31 07:41:07.000",Office,53.78,29,0
185245,"2019-12-31 07:41:58.000",Kitchen,72.68,27,0
185246,"2019-12-31 07:43:37.000","Living Room",77,22,0
185247,"2019-12-31 07:45:10.000",Bedroom,70.88,28.2,30.06
185248,"2019-12-31 07:45:34.000",Garage,22.64,70.6,0
185249,"2019-12-31 07:46:07.000",Office,54.86,29.8,0
185250,"2019-12-31 07:46:58.000",Kitchen,72.86,27,0
185251,"2019-12-31 07:50:10.000",Bedroom,71.06,28.1,30.06
185252,"2019-12-31 07:50:34.000",Garage,22.46,70.6,0
185253,"2019-12-31 07:51:08.000",Office,55.94,30.5,0
185254,"2019-12-31 07:51:59.000",Kitchen,72.5,26.8,0
185255,"2019-12-31 07:53:45.000","Living Room",77,22,0
185256,"2019-12-31 07:55:13.000",Bedroom,70.88,27.5,30.06
185257,"2019-12-31 07:55:35.000",Garage,22.46,70.8,0
185258,"2019-12-31 07:56:08.000",Office,56.84,30.7,0
185259,"2019-12-31 07:56:59.000",Kitchen,72.68,26.7,0
185260,"2019-12-31 07:58:46.000","Living Room",75.2,22,0
185261,"2019-12-31 08:00:11.000",Bedroom,70.88,27.5,30.06
185262,"2019-12-31 08:00:35.000",Garage,22.46,70.9,0
185263,"2019-12-31 08:01:09.000",Office,57.56,31.4,0
185264,"2019-12-31 08:01:59.000",Kitchen,72.86,26.6,0
185265,"2019-12-31 08:03:46.000","Living Room",77,22,0
185266,"2019-12-31 08:05:11.000",Bedroom,71.24,27.5,30.06
185267,"2019-12-31 08:05:36.000",Garage,22.46,70.9,0
185268,"2019-12-31 08:06:09.000",Office,58.64,32.3,0
185269,"2019-12-31 08:07:00.000",Kitchen,72.86,26.5,0
185270,"2019-12-31 08:08:47.000","Living Room",75.2,22,0
185271,"2019-12-31 08:10:10.000",Bedroom,71.24,27.5,30.06
185272,"2019-12-31 08:12:00.000",Kitchen,72.68,26.6,0
185273,"2019-12-31 08:13:47.000","Living Room",75.2,22,0
185274,"2019-12-31 08:15:13.000",Bedroom,71.24,27.5,30.06
185275,"2019-12-31 08:15:44.000",Garage,22.82,71.1,0
185276,"2019-12-31 08:16:18.000",Office,59.9,32.1,0
185277,"2019-12-31 08:17:01.000",Kitchen,72.68,26.6,0
185278,"2019-12-31 08:18:48.000","Living Room",75.2,22,0
185279,"2019-12-31 08:20:11.000",Bedroom,71.24,27.5,30.06
185280,"2019-12-31 08:20:44.000",Garage,23,71.1,0
185281,"2019-12-31 08:21:18.000",Office,60.44,31.8,0
185282,"2019-12-31 08:22:02.000",Kitchen,72.68,26.7,0
185283,"2019-12-31 08:23:48.000","Living Room",75.2,22,0
185284,"2019-12-31 08:25:14.000",Bedroom,71.06,27.5,30.07
185285,"2019-12-31 08:25:45.000",Garage,23,71.1,0
185286,"2019-12-31 08:26:19.000",Office,60.8,31.8,0
185287,"2019-12-31 08:27:02.000",Kitchen,72.5,26.9,0
185288,"2019-12-31 08:28:49.000","Living Room",75.2,22,0
185289,"2019-12-31 08:30:11.000",Bedroom,71.06,27.5,30.07
185290,"2019-12-31 08:30:46.000",Garage,23.36,71.3,0
185291,"2019-12-31 08:31:19.000",Office,61.34,32.2,0
185292,"2019-12-31 08:32:03.000",Kitchen,72.5,26.9,0
185293,"2019-12-31 08:33:49.000","Living Room",75.2,22,0
185294,"2019-12-31 08:35:11.000",Bedroom,71.06,27.5,30.06
185295,"2019-12-31 08:35:46.000",Garage,23.54,71.3,0
185296,"2019-12-31 08:36:20.000",Office,61.88,32.3,0
185297,"2019-12-31 08:37:04.000",Kitchen,72.5,27,0
185298,"2019-12-31 08:38:50.000","Living Room",75.2,22,0
185299,"2019-12-31 08:40:10.000",Bedroom,71.06,27.5,30.07
185300,"2019-12-31 08:40:47.000",Garage,23.54,71.2,0
185301,"2019-12-31 08:41:20.000",Office,62.6,31.8,0
185302,"2019-12-31 08:42:04.000",Kitchen,72.5,26.9,0
185303,"2019-12-31 08:43:50.000","Living Room",75.2,22,0
185304,"2019-12-31 08:45:48.000",Garage,23.9,71.2,0
185305,"2019-12-31 08:46:21.000",Office,63.14,31.8,0
185306,"2019-12-31 08:47:05.000",Kitchen,72.5,26.9,0
185307,"2019-12-31 08:48:50.000","Living Room",77,22,0
185308,"2019-12-31 08:50:48.000",Garage,24.08,71.3,0
185309,"2019-12-31 08:51:22.000",Office,63.68,31.2,0
185310,"2019-12-31 08:52:05.000",Kitchen,72.5,26.9,0
185311,"2019-12-31 08:53:51.000","Living Room",75.2,22,0
185312,"2019-12-31 08:55:48.000",Garage,24.26,71.3,0
185313,"2019-12-31 08:56:22.000",Office,63.86,30.1,0
185314,"2019-12-31 08:57:06.000",Kitchen,72.5,27,0
185315,"2019-12-31 08:58:52.000","Living Room",75.2,22,0
185316,"2019-12-31 09:00:13.000",Bedroom,70.88,27.5,30.07
185317,"2019-12-31 09:00:49.000",Garage,24.44,71.4,0
185318,"2019-12-31 09:01:23.000",Office,64.4,32.5,0
185319,"2019-12-31 09:02:06.000",Kitchen,72.5,27,0
185320,"2019-12-31 09:03:52.000","Living Room",75.2,22,0
185321,"2019-12-31 09:05:11.000",Bedroom,71.06,27.6,30.07
185322,"2019-12-31 09:05:49.000",Garage,24.8,71.4,0
185323,"2019-12-31 09:06:23.000",Office,64.76,32.3,0
185324,"2019-12-31 09:08:53.000","Living Room",75.2,22,0
185325,"2019-12-31 09:10:12.000",Bedroom,71.24,27.7,30.07
185326,"2019-12-31 09:10:52.000",Garage,24.98,71.4,0
185327,"2019-12-31 09:11:24.000",Office,65.48,32.6,0
185328,"2019-12-31 09:12:15.000",Kitchen,72.68,27.1,0
185329,"2019-12-31 09:13:53.000","Living Room",75.2,22,0
185330,"2019-12-31 09:15:11.000",Bedroom,71.06,27.6,30.07
185331,"2019-12-31 09:15:52.000",Garage,25.16,71.8,0
185332,"2019-12-31 09:16:24.000",Office,65.84,31.5,0
185333,"2019-12-31 09:17:15.000",Kitchen,72.68,27,0
185334,"2019-12-31 09:18:54.000","Living Room",77,22,0
185335,"2019-12-31 09:20:10.000",Bedroom,71.06,27.6,30.07
185336,"2019-12-31 09:20:52.000",Garage,25.7,71.8,0
185337,"2019-12-31 09:22:17.000",Kitchen,72.68,27.2,0
185338,"2019-12-31 09:25:11.000",Bedroom,71.24,28.1,30.07
185339,"2019-12-31 09:25:53.000",Garage,26.06,71.6,0
185340,"2019-12-31 09:26:25.000",Office,66.56,33.2,0
185341,"2019-12-31 09:27:18.000",Kitchen,72.68,27.1,0
185342,"2019-12-31 09:29:02.000","Living Room",77,22,0
185343,"2019-12-31 09:30:19.000",Bedroom,71.24,27.6,30.07
185344,"2019-12-31 09:30:56.000",Garage,26.24,71.5,0
185345,"2019-12-31 09:31:26.000",Office,67.28,32.9,0
185346,"2019-12-31 09:32:18.000",Kitchen,72.68,27.1,0
185347,"2019-12-31 09:34:03.000","Living Room",77,22,0
185348,"2019-12-31 09:35:11.000",Bedroom,71.24,27.6,30.07
185349,"2019-12-31 09:35:56.000",Garage,26.6,71.6,0
185350,"2019-12-31 09:36:26.000",Office,68,33.9,0
185351,"2019-12-31 09:37:19.000",Kitchen,72.68,27.1,0
185352,"2019-12-31 09:39:04.000","Living Room",77,22,0
185353,"2019-12-31 09:40:16.000",Bedroom,71.24,27.6,30.07
185354,"2019-12-31 09:40:57.000",Garage,26.78,71.5,0
185355,"2019-12-31 09:41:26.000",Office,68.18,33.9,0
185356,"2019-12-31 09:42:19.000",Kitchen,72.68,27.1,0
185357,"2019-12-31 09:44:04.000","Living Room",77,22,0
185358,"2019-12-31 09:45:14.000",Bedroom,71.24,27.6,30.07
185359,"2019-12-31 09:45:57.000",Garage,26.96,71.9,0
185360,"2019-12-31 09:46:27.000",Office,68.36,31.5,0
185361,"2019-12-31 09:47:20.000",Kitchen,72.68,27.1,0
185362,"2019-12-31 09:49:05.000","Living Room",77,22,0
185363,"2019-12-31 09:50:11.000",Bedroom,71.24,27.6,30.07
185364,"2019-12-31 09:50:58.000",Garage,28.4,72.7,0
185365,"2019-12-31 09:51:28.000",Office,68.54,31.7,0
185366,"2019-12-31 09:52:21.000",Kitchen,72.5,27.2,0
185367,"2019-12-31 09:54:05.000","Living Room",77,22,0
185368,"2019-12-31 09:55:10.000",Bedroom,71.24,27.7,30.07
185369,"2019-12-31 09:55:58.000",Garage,27.68,72.4,0
185370,"2019-12-31 09:56:28.000",Office,68.36,31.2,0
185371,"2019-12-31 09:57:21.000",Kitchen,72.5,27.1,0
185372,"2019-12-31 09:59:05.000","Living Room",77,22,0
185373,"2019-12-31 10:00:11.000",Bedroom,71.24,27.7,30.07
185374,"2019-12-31 10:00:59.000",Garage,27.86,72.4,0
185375,"2019-12-31 10:01:29.000",Office,68.36,32.2,0
185376,"2019-12-31 10:02:22.000",Kitchen,72.5,27.1,0
185377,"2019-12-31 10:04:06.000","Living Room",77,22,0
185378,"2019-12-31 10:05:10.000",Bedroom,71.24,27.7,30.07
185379,"2019-12-31 10:06:00.000",Garage,28.22,72.3,0
185380,"2019-12-31 10:06:30.000",Office,68.36,32.1,0
185381,"2019-12-31 10:07:22.000",Kitchen,72.5,27.2,0
185382,"2019-12-31 10:09:06.000","Living Room",77,22,0
185383,"2019-12-31 10:10:13.000",Bedroom,71.06,27.7,30.07
185384,"2019-12-31 10:11:00.000",Garage,28.58,72,0
185385,"2019-12-31 10:11:30.000",Office,69.08,33.1,0
185386,"2019-12-31 10:12:23.000",Kitchen,72.32,27.2,0
185387,"2019-12-31 10:14:07.000","Living Room",77,22,0
185388,"2019-12-31 10:15:11.000",Bedroom,70.88,27.6,30.07
185389,"2019-12-31 10:16:01.000",Garage,28.76,72,0
185390,"2019-12-31 10:16:31.000",Office,69.62,31.9,0
185391,"2019-12-31 10:17:24.000",Kitchen,72.14,27.3,0
185392,"2019-12-31 10:19:07.000","Living Room",77,22,0
185393,"2019-12-31 10:20:11.000",Bedroom,70.88,27.6,30.07
185394,"2019-12-31 10:21:02.000",Garage,29.12,72.9,0
185395,"2019-12-31 10:21:32.000",Office,69.98,33.4,0
185396,"2019-12-31 10:22:24.000",Kitchen,72.14,27.3,0
185397,"2019-12-31 10:24:08.000","Living Room",77,22,0
185398,"2019-12-31 10:25:11.000",Bedroom,70.88,27.7,30.06
185399,"2019-12-31 10:26:02.000",Garage,29.48,73,0
185400,"2019-12-31 10:26:32.000",Office,70.7,32.1,0
185401,"2019-12-31 10:27:25.000",Kitchen,72.14,27.4,0
185402,"2019-12-31 10:29:08.000","Living Room",75.2,22,0
185403,"2019-12-31 10:30:14.000",Bedroom,70.88,27.7,30.06
185404,"2019-12-31 10:31:03.000",Garage,29.84,72.6,0
185405,"2019-12-31 10:32:25.000",Kitchen,72.14,27.4,0
185406,"2019-12-31 10:34:09.000","Living Room",75.2,22,0
185407,"2019-12-31 10:35:11.000",Bedroom,70.88,27.7,30.06
185408,"2019-12-31 10:36:04.000",Garage,30.38,72.6,0
185409,"2019-12-31 10:37:18.000",Office,69.98,32.3,0
185410,"2019-12-31 10:37:26.000",Kitchen,72.14,27.3,0
185411,"2019-12-31 10:39:09.000","Living Room",75.2,22,0
185412,"2019-12-31 10:40:13.000",Bedroom,70.7,27.7,30.05
185413,"2019-12-31 10:41:04.000",Garage,31.28,72.7,0
185414,"2019-12-31 10:42:18.000",Office,70.88,31.5,0
185415,"2019-12-31 10:42:26.000",Kitchen,71.96,27.4,0
185416,"2019-12-31 10:44:10.000","Living Room",75.2,22,0
185417,"2019-12-31 10:45:11.000",Bedroom,70.7,27.7,30.05
185418,"2019-12-31 10:46:05.000",Garage,31.28,72,0
185419,"2019-12-31 10:47:19.000",Office,71.96,32.1,0
185420,"2019-12-31 10:47:27.000",Kitchen,71.78,27.3,0
185421,"2019-12-31 10:49:10.000","Living Room",75.2,22,0
185422,"2019-12-31 10:50:11.000",Bedroom,70.7,27.7,30.05
185423,"2019-12-31 10:51:07.000",Garage,31.82,71.6,0
185424,"2019-12-31 10:52:19.000",Office,71.96,31.9,0
185425,"2019-12-31 10:52:27.000",Kitchen,71.78,27.4,0
185426,"2019-12-31 10:54:11.000","Living Room",75.2,22,0
185427,"2019-12-31 10:55:11.000",Bedroom,70.7,27.7,30.04
185428,"2019-12-31 10:56:08.000",Garage,32.18,71.7,0
185429,"2019-12-31 10:57:20.000",Office,71.78,32.2,0
185430,"2019-12-31 10:57:28.000",Kitchen,71.78,27.5,0
185431,"2019-12-31 11:00:11.000",Bedroom,70.7,27.8,30.04
185432,"2019-12-31 11:01:08.000",Garage,32.18,72,0
185433,"2019-12-31 11:02:29.000",Kitchen,71.78,27.5,0
185434,"2019-12-31 11:04:19.000","Living Room",75.2,22,0
185435,"2019-12-31 11:05:10.000",Bedroom,70.7,27.9,30.03
185436,"2019-12-31 11:06:09.000",Garage,32.36,72.3,0
185437,"2019-12-31 11:07:21.000",Office,71.42,31.3,0
185438,"2019-12-31 11:07:29.000",Kitchen,71.78,27.6,0
185439,"2019-12-31 11:09:20.000","Living Room",75.2,22,0
185440,"2019-12-31 11:10:11.000",Bedroom,70.7,27.9,30.02
185441,"2019-12-31 11:11:09.000",Garage,32.54,72.2,0
185442,"2019-12-31 11:12:22.000",Office,71.24,31.6,0
185443,"2019-12-31 11:12:30.000",Kitchen,71.78,27.7,0
185444,"2019-12-31 11:14:21.000","Living Room",75.2,23,0
185445,"2019-12-31 11:15:11.000",Bedroom,70.7,27.9,30.02
185446,"2019-12-31 11:16:10.000",Garage,32.72,71.8,0
185447,"2019-12-31 11:17:22.000",Office,71.24,33.5,0
185448,"2019-12-31 11:17:30.000",Kitchen,71.78,27.8,0
185449,"2019-12-31 11:19:21.000","Living Room",75.2,23,0
185450,"2019-12-31 11:22:22.000",Office,71.24,34.3,0
185451,"2019-12-31 11:22:31.000",Kitchen,71.96,27.8,0
185452,"2019-12-31 11:24:22.000","Living Room",75.2,23,0
